20260612-000146	Key	Action	Acc1	Role1	Lv1	Tong1	Num1	Map1	PosX	PosY	Acc2	Role2	Lv2	Tong2	Num2	Map2	Pos2X	Pos2Y	ItemName	ItemG	ItemD	IitemP	ItemDur	ItemSeed	GenTime	Socket1	Socket2	Socket3	EnhanceTimes	Place	X	Y
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	1	350	1435	2942			0		0	0	0	0	Thiªn Th¹ch linh th¹ch	2	1	1068	1	-1185243516	2026-06-12 00:35:29	4294904584	0	0	0	2	3	0
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Thiªn Th¹ch Tinh Th¹ch	2	1	1009	100	-601351979	2026-06-12 00:35:29	592246	0	0	0	2	4	0
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	C­êng hãa quyÓn 12	2	1	30424	50	-1756237593	2026-06-12 00:35:29	4294904333	0	0	0	2	0	1
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	C­êng hãa quyÓn 13	2	1	30425	50	164641545	2026-06-12 00:35:29	4294904677	0	0	0	2	1	1
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	C­êng hãa quyÓn 14	2	1	30426	50	-1220060034	2026-06-12 00:35:29	4294905197	0	0	0	2	2	1
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	C­êng hãa quyÓn 15	2	1	30427	50	1820847063	2026-06-12 00:35:29	4294904721	0	0	0	2	3	1
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	20	350	1435	2942			0		0	0	0	0	Ma §ao Th¹ch cÊp 1	2	1	30428	20	413933945	2026-06-12 00:35:29	7276916	4328762	0	0	2	4	1
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	20	350	1435	2942			0		0	0	0	0	Ma §¹o Th¹ch cÊp 2	2	1	30429	20	674466503	2026-06-12 00:35:29	4294904295	0	0	0	2	0	2
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	20	350	1435	2942			0		0	0	0	0	Ma §ao Th¹ch cÊp 3	2	1	30430	20	1545997204	2026-06-12 00:35:29	4294904107	0	0	0	2	1	2
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	HuyÕtTrÝchTh¹ch Lv1	2	22	101	100	-1667791502	2026-06-12 00:35:34	4294902727	0	0	0	2	2	2
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	NguyÖtB¹chTh¹ch Lv1	2	22	201	100	525763291	2026-06-12 00:35:34	4294903123	0	0	0	2	3	2
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Hæ Ph¸ch Th¹ch CÊp 1	2	22	301	100	-1475569608	2026-06-12 00:35:34	4294902252	0	0	0	2	4	2
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	H¾c DiÖu Th¹ch CÊp 1	2	22	401	100	1396854767	2026-06-12 00:35:34	4294902555	0	0	0	2	0	3
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	98	350	1435	2942			0		0	0	0	0	HuyÕtTrÝchTh¹ch Lv2	2	22	102	98	-1079681572	2026-06-12 00:35:34	4294903656	0	0	0	2	1	3
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	98	350	1435	2942			0		0	0	0	0	NguyÖtB¹chTh¹ch Lv2	2	22	202	98	-1009613555	2026-06-12 00:35:34	4294902641	0	0	0	2	2	3
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	98	350	1435	2942			0		0	0	0	0	Hæ Ph¸ch Th¹ch CÊp 2	2	22	302	98	449562066	2026-06-12 00:35:34	0	0	0	0	2	3	3
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	98	350	1435	2942			0		0	0	0	0	H¾c DiÖu Th¹ch CÊp 2	2	22	402	98	-1860210818	2026-06-12 00:35:34	4294902408	0	0	0	2	4	3
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	97	350	1435	2942			0		0	0	0	0	HuyÕtTrÝchTh¹ch Lv3	2	22	103	97	2145538685	2026-06-12 00:35:34	0	0	0	0	2	0	4
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	97	350	1435	2942			0		0	0	0	0	NguyÖtB¹chTh¹ch Lv3	2	22	203	97	496150649	2026-06-12 00:35:34	4294902963	0	0	0	2	1	4
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	97	350	1435	2942			0		0	0	0	0	Hæ Ph¸ch Th¹ch CÊp 3	2	22	303	97	-45311314	2026-06-12 00:35:34	0	0	0	0	2	2	4
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	97	350	1435	2942			0		0	0	0	0	H¾c DiÖu Th¹ch CÊp 3	2	22	403	97	-402275686	2026-06-12 00:35:34	4294902326	0	0	0	2	3	4
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	96	350	1435	2942			0		0	0	0	0	HuyÕtTrÝchTh¹ch Lv4	2	22	104	96	1646046499	2026-06-12 00:35:34	0	0	0	0	2	4	4
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	96	350	1435	2942			0		0	0	0	0	NguyÖtB¹chTh¹ch Lv4	2	22	204	96	-1407789377	2026-06-12 00:35:34	0	0	0	0	2	0	5
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	96	350	1435	2942			0		0	0	0	0	Hæ Ph¸ch Th¹ch CÊp 4	2	22	304	96	382792347	2026-06-12 00:35:34	0	0	0	0	2	1	5
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	96	350	1435	2942			0		0	0	0	0	H¾c DiÖu Th¹ch CÊp 4	2	22	404	96	1230970039	2026-06-12 00:35:34	4294902619	0	0	0	2	2	5
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	HuyÕtTrÝchTh¹ch Lv5	2	22	105	100	-934592167	2026-06-12 00:35:34	4294902288	0	0	0	2	3	5
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	NguyÖtB¹chTh¹ch Lv5	2	22	205	100	616181006	2026-06-12 00:35:34	4294901995	0	0	0	2	4	5
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Hæ Ph¸ch Th¹ch CÊp 5	2	22	305	100	681919399	2026-06-12 00:35:34	4294902710	0	0	0	2	0	6
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	H¾c DiÖu Th¹ch CÊp 5	2	22	405	100	-96780812	2026-06-12 00:35:34	0	0	0	0	2	1	6
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	HuyÕtTrÝchTh¹ch Lv6	2	22	106	100	-1176449152	2026-06-12 00:35:34	4294903045	0	0	0	2	2	6
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	NguyÖtB¹chTh¹ch Lv6	2	22	206	100	-1859582335	2026-06-12 00:35:34	4294902764	0	0	0	2	3	6
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Hæ Ph¸ch Th¹ch CÊp 6	2	22	306	100	814204836	2026-06-12 00:35:34	4294903413	0	0	0	2	4	6
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	H¾c DiÖu Th¹ch CÊp 6	2	22	406	100	2131685493	2026-06-12 00:35:34	4294901788	0	0	0	2	0	7
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	HuyÕt TrÝch Th¹ch cÊp 7	2	22	107	100	-606569081	2026-06-12 00:35:34	4294902765	0	0	0	2	1	7
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	NguyÖt B¹ch Th¹ch cÊp 7	2	22	207	100	-207591694	2026-06-12 00:35:34	0	0	0	0	2	2	7
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Hæ Ph¸ch Th¹ch cÊp 7	2	22	307	100	-1938055522	2026-06-12 00:35:34	4294902654	0	0	0	2	3	7
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	H¾c DiÖu Th¹ch cÊp 7	2	22	407	100	268127672	2026-06-12 00:35:34	4294903039	0	0	0	2	4	7
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	HuyÕt TrÝch Th¹ch CÊp 8	2	22	108	100	615218466	2026-06-12 00:35:34	4294903150	0	0	0	2	0	8
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	NguyÖt B¹ch Th¹ch CÊp 8	2	22	208	100	-596441013	2026-06-12 00:35:34	4294902632	0	0	0	2	1	8
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Hæ Ph¸ch Th¹ch CÊp 8	2	22	308	100	974217357	2026-06-12 00:35:34	0	0	0	0	2	2	8
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	97	350	1435	2942			0		0	0	0	0	H¾c DiÖu Th¹ch CÊp 8	2	22	408	97	511518089	2026-06-12 00:35:34	0	0	0	0	2	3	8
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	1	350	1435	2942			0		0	0	0	0	CÈm Nang §¸ Quý	2	1	30699	1	-2064705396	2026-06-12 00:35:38	2048	2048	2048	0	2	4	8
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	500	350	1435	2942			0		0	0	0	0	Tinh Hån	2	95	3855	500	1905192694	2026-06-12 00:36:45	4294905692	0	0	0	2	0	9
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	500	350	1435	2942			0		0	0	0	0	NguyÖt Ph¸ch	2	102	232	500	1011880656	2026-06-12 00:36:45	4294904257	789504	0	0	2	1	9
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	500	350	1435	2942			0		0	0	0	0	Håi Tiªn §¬n	2	1	30847	500	-1419969988	2026-06-12 00:36:52	4294905501	0	0	0	2	2	9
20260612-003726	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	500	350	1435	2942			0		0	0	0	0	Linh Ph¸ch §¬n	2	1	31239	500	-337149715	2026-06-12 00:36:52	4294904232	0	0	0	2	3	9
20260612-003726	ItemAdd	3086646439	thuong	SdachSM	1090	All-Star	1	350	1435	2942			0		0	0	0	0	Vâ L©m 2 Shiina	2	1	50001	1	-289793814	2026-06-12 00:37:26	4294903976	0	0	0	-1	-1	-1
20260612-003730	large_str	AddItem[/script/ksgvn/item/item_test_card.lua|kgm_AddLockKimXaGem]			0		2595979104	0	0	0			0		0	0	0	0		0	0	0	0	0		0	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (1)	2	1	30904	100	1410610	2026-06-12 00:37:30	4329335	4294904341	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (2)	2	1	30905	100	-1254880073	2026-06-12 00:37:30	5048905	4294905168	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (3)	2	1	30906	100	-1789205099	2026-06-12 00:37:30	593828	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (4)	2	1	30907	100	-1214368857	2026-06-12 00:37:30	4294905515	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (5)	2	1	30908	100	-787812876	2026-06-12 00:37:30	4294905828	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (6)	2	1	30909	100	-911096770	2026-06-12 00:37:30	591971	2821325	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 1	2	1	31249	100	1129019300	2026-06-12 00:37:30	4294905745	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 2	2	1	31250	100	-682598283	2026-06-12 00:37:30	4294904480	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 3	2	1	31251	100	1307827034	2026-06-12 00:37:30	4294904874	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 4	2	1	31252	100	-1891797676	2026-06-12 00:37:30	4294904581	1772348	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 5	2	1	31253	100	-156735606	2026-06-12 00:37:30	1509527	4294904226	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 6	2	1	31254	100	590706543	2026-06-12 00:37:30	4294904131	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31391	50	-689783972	2026-06-12 00:37:30	4294905161	1510720	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31392	50	1885214546	2026-06-12 00:37:30	4294904287	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31393	50	309412411	2026-06-12 00:37:30	3804840	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31394	50	719633917	2026-06-12 00:37:30	1314279	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31395	50	-707793585	2026-06-12 00:37:30	4294905114	1510004	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31396	50	-117204024	2026-06-12 00:37:30	4294905369	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31604	50	-620173390	2026-06-12 00:37:30	4294905502	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31605	50	1990492699	2026-06-12 00:37:30	1511239	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31606	50	-97934115	2026-06-12 00:37:30	5050081	4294904795	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31607	50	-1043282290	2026-06-12 00:37:30	4294904762	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31608	50	-2114290905	2026-06-12 00:37:30	4294904459	0	0	0	-1	-1	-1
20260612-003730	ItemAdd	2595979104	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31609	50	-715134092	2026-06-12 00:37:30	4294903910	0	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	TÈy T©m Th¹ch cÊp 1	2	1	30521	100	1327999637	2026-06-12 00:37:49	4294903812	200377	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	TÈy T©m Th¹ch cÊp 2	2	1	30522	100	-1589911820	2026-06-12 00:37:49	4328279	4294905444	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	TÈy T©m Th¹ch cÊp 3	2	1	30523	100	-97072086	2026-06-12 00:37:49	4294904531	0	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	TÈy T©m Th¹ch cÊp 4	2	1	30524	100	-255036941	2026-06-12 00:37:49	593654	0	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	TÈy T©m Th¹ch cÊp 5	2	1	30525	100	-418470539	2026-06-12 00:37:49	1969927	1312846	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	TÈy T©m Th¹ch cÊp 6	2	1	30526	100	1050519977	2026-06-12 00:37:49	4263905	4294904236	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	LuyÖn L« ThiÕt CÊp 1	2	1	30527	100	-1445949302	2026-06-12 00:37:49	200046	0	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	LuyÖn L« ThiÕt CÊp 2	2	1	30528	100	887494660	2026-06-12 00:37:49	4294905628	0	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	LuyÖn L« ThiÕt CÊp 3	2	1	30529	100	-296359218	2026-06-12 00:37:49	2820631	4294905124	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	LuyÖn L« ThiÕt cÊp 4	2	1	30530	100	-1223725629	2026-06-12 00:37:49	4294903985	0	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	LuyÖn L« ThiÕt cÊp 5	2	1	30531	100	424547136	2026-06-12 00:37:49	4294905722	0	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	LuyÖn L« ThiÕt cÊp 6	2	1	30532	100	1639032042	2026-06-12 00:37:49	4294905832	593871	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	LuyÖn L« ThiÕt CÊp 7	2	1	31401	50	1257570800	2026-06-12 00:37:49	592498	4294905204	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	TÈy T©m Th¹ch CÊp 7	2	1	31402	50	1266485667	2026-06-12 00:37:49	4327910	0	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	LuyÖn L« ThiÕt Lv8	2	1	31614	50	-700899675	2026-06-12 00:37:49	4294905315	0	0	0	-1	-1	-1
20260612-003749	ItemAdd	1129359959	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	TÈy T©m Th¹ch Lv8	2	1	31615	50	-905502409	2026-06-12 00:37:49	4294905383	4067126	0	0	-1	-1	-1
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	1	350	1435	2942			0		0	0	0	0	Vâ L©m 2 Shiina	2	1	50001	1	-289793814	2026-06-12 00:37:26	4294903976	0	0	0	2	0	0
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (1)	2	1	30904	100	1410610	2026-06-12 00:37:30	4329335	4294904341	0	0	2	1	0
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (2)	2	1	30905	100	-1254880073	2026-06-12 00:37:30	5048905	4294905168	0	0	2	2	0
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (3)	2	1	30906	100	-1789205099	2026-06-12 00:37:30	593828	0	0	0	2	3	0
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (4)	2	1	30907	100	-1214368857	2026-06-12 00:37:30	4294905515	0	0	0	2	4	0
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (5)	2	1	30908	100	-787812876	2026-06-12 00:37:30	4294905828	0	0	0	2	0	1
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	Linh Th¹ch khãa (6)	2	1	30909	100	-911096770	2026-06-12 00:37:30	591971	2821325	0	0	2	1	1
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 1	2	1	31249	100	1129019300	2026-06-12 00:37:30	4294905745	0	0	0	2	2	1
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 2	2	1	31250	100	-682598283	2026-06-12 00:37:30	4294904480	0	0	0	2	3	1
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 3	2	1	31251	100	1307827034	2026-06-12 00:37:30	4294904874	0	0	0	2	4	1
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 4	2	1	31252	100	-1891797676	2026-06-12 00:37:30	4294904581	1772348	0	0	2	0	2
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 5	2	1	31253	100	-156735606	2026-06-12 00:37:30	1509527	4294904226	0	0	2	1	2
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	100	350	1435	2942			0		0	0	0	0	§æi Linh Th¹ch-Cao 6	2	1	31254	100	590706543	2026-06-12 00:37:30	4294904131	0	0	0	2	2	2
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31391	50	-689783972	2026-06-12 00:37:30	4294905161	1510720	0	0	2	3	2
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31392	50	1885214546	2026-06-12 00:37:30	4294904287	0	0	0	2	4	2
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31393	50	309412411	2026-06-12 00:37:30	3804840	0	0	0	2	0	3
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31394	50	719633917	2026-06-12 00:37:30	1314279	0	0	0	2	1	3
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31395	50	-707793585	2026-06-12 00:37:30	4294905114	1510004	0	0	2	2	3
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	X· Qu©n Táa Linh Th¹ch 	2	1	31396	50	-117204024	2026-06-12 00:37:30	4294905369	0	0	0	2	3	3
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31604	50	-620173390	2026-06-12 00:37:30	4294905502	0	0	0	2	4	3
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31605	50	1990492699	2026-06-12 00:37:30	1511239	0	0	0	2	0	4
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31606	50	-97934115	2026-06-12 00:37:30	5050081	4294904795	0	0	2	1	4
20260612-003758	ItemConsume	ClearItemInPos	thuong	SdachSM	1090	All-Star	50	350	1435	2942			0		0	0	0	0	Tinh VÉn Táa Linh Th¹ch	2	1	31607	50	-1043282290	2026-06-12 00:37:30	4294904762	0	0	0	2	2	4
